"word","POS"
"lengthen","NN:1"
"stern","JJ:2 NN:1"
"ergotron","VBN:1 NN:1"
"lochalsh","JJ:1"
"dnd","NN:1"
"insecurity","NN:1"
"dnt","NNS:1 NN:4"
"music","NN:56"
"therefore","VB:23 NN:56 VBD:3 VBP:17 RB:182 IN:38"
"bosporus","NN:1"
"voyageur","JJ:1 NN:20 FW:1"
"whistlestops","NNS:1"
"populations","NNS:5"
"crooner","NN:1"
"yahoo","JJ:1 NN:9"
"serially","RB:1"
"unpack","VB:3 VBP:2"
"circumstances","NNS:212"
"intake","VBP:1 NN:2"
"locked","VBN:19 JJ:2 VBD:4"
"kampala","JJ:1 NN:5"
"locker","NN:37"
"busyness","NN:1"
"janeioro","FW:1"
"wang","NN:1"
"wand","NN:2"
"hyatt","VB:1 NN:4"
"ungraceful","JJ:1"
"titanium","JJ:1 VBN:1 NN:2"
"want","VBZ:1 VB:318 VBP:3456 JJ:7 NN:51"
"cookers","NNS:3"
"absolute","JJ:17 NN:8"
"unforseeable","JJ:1"
"travel","VB:2802 RB:10 NN:3659 VBD:2 VBN:13 CD:1 VBP:446 EX:1 JJ:157 IN:9 VBZ:8 NNS:1 NNP:3"
"copious","JJ:1"
"airlocks","NNS:1"
"barstools","NNS:1"
"rudnica","NN:1"
"canaries","NNS:1"
"uselessness","NN:1 JJ:1"
"assimilated","VBN:1 VBD:1"
"wrong","VB:1 JJ:285 NN:1 VBP:2 WDT:1 RB:9 IN:1"
"relable","JJ:1"
"bsnl","NN:1"
"tulip","NN:2"
"menlo","NN:1"
"boleta","NN:1 FW:1"
"welcomed","VBN:8 JJ:3 VBD:5"
"stoicism","NN:1"
"matsumoto","VB:3 NN:1"
"wekes","NNS:1"
"activating","VBG:1"
"welcomes","NNS:1"
"fir","NN:2"
"fit","VB:77 VBP:18 JJ:16 NN:33"
"screaming","VBG:3"
"fix","VBP:1 VB:18 PDT:1 VBN:1 NN:4"
"omitted","VBN:3 VBD:1"
"wales","VBZ:2 NNS:22"
"fin","NN:2"
"zucker","NN:1"
"chawton","VBP:1"
"vouchers","NNS:21"
"bixi","NN:3 JJ:1"
"effects","NNS:47"
"sixteen","JJ:1"
"undeveloped","JJ:3"
"viaticum","JJ:1 NN:1"
"huhehaote","NN:1"
"foregin","NN:1"
"telekom","NN:2"
"averse","VB:1 NN:1 JJ:1"
"goch","NN:2"
"archeologically","RB:1"
"windmill","NN:4"
"telescope","VBP:1 NN:12"
"zuid","NN:1"
"parasites","VBZ:1 NNS:2"
"strips","NNS:4"
"prudhoe","JJ:2"
"veracruz","NN:1"
"stabilised","VBN:2"
"vehicularly","RB:1"
"touts","NNS:7"
"afiddavit","NN:2"
"recensioni","NN:1"
"mason","NN:2"
"encourage","VB:11 VBP:2 NN:1"
"adapt","VB:4 VBP:1 JJ:1"
"idioimagers","NNS:1"
"abbott","JJ:1"
"stamping","VBG:36 NN:10"
"elgar","JJ:1 NN:2"
"corrects","VBZ:1"
"stereotypical","JJ:1"
"estimate","VB:22 VBP:4 JJ:1 NN:31"
"universally","RB:3"
"chlorine","VB:1 NN:3"
"reiser","NN:2"
"competes","VBZ:1"
"ministries","NNS:2"
"disturbed","VBN:1 JJ:1 VBD:1"
"certifacte","NN:1"
"selfs","VB:1"
"conneting","VBG:1"
"kfc","NN:2"
"megabytes","NNS:2"
"antilles","NNS:3"
"seizures","NNS:2"
"olds","NNS:7"
"trentino","NN:5"
"renovated","VBN:1"
"service","VB:5 JJ:2 NN:763 VBN:1"
"antalia","VB:1"
"reuben","NN:1"
"needed","VBN:311 JJ:8 VBD:118"
"indiamike","NN:1"
"master","VB:3 RB:2 NN:48"
"jizah","NN:2"
"rewards","NNS:28 JJ:1"
"juventud","NN:3"
"trabocchi","NNS:1 RP:1 IN:1"
"suomenlinna","NN:2"
"task","NN:12"
"positively","RB:3"
"nzs","NN:3"
"ahmed","IN:1 VBN:1 VBD:1"
"maglev","VBN:1 NN:4"
"handcuffs","NNS:2"
"idly","RB:2"
"regulator","NN:2"
"ahmet","VBD:1"
"exclaimed","VBD:1"
"spayer","NN:1"
"nzd","VBN:1 JJ:1 NN:2 IN:1"
"shampoos","NN:1 JJ:1"
"chalets","NNS:1"
"jakdojade","VB:2"
"neareest","JJS:1"
"aitutaki","NN:1"
"spectrum","NN:6"
"bogan","JJ:2"
"dozen","NN:16"
"affairs","NNS:29"
"vgn","NN:2"
"tiberkul","NN:1"
"mostly","RB:270"
"ocenia","NN:1"
"uncouth","JJ:2 NN:2"
"workmates","NNS:1"
"pnuts","VB:2"
"shipments","NNS:2"
"committing","VBG:6"
"senjokaku","NN:1"
"pelting","NN:1"
"limitless","JJ:1"
"vexing","VBG:1"
"resonates","VBZ:1"
"metrics","NNS:2"
"simplify","VB:6"
"mouth","VBP:1 JJ:1 NN:14 FW:1"
"transverse","VB:1"
"bradford","JJ:1 NN:8"
"singer","NN:5"
"kiyv","VB:1"
"tech","NNS:1 JJ:8 NN:16"
"paneling","NN:1"
"expectorants","NNS:1"
"homophone","NN:1"
"scream","NN:2 JJ:1"
"saying","VBG:228"
"oaths","NNS:1"
"teresa","NN:1"
"padded","VBN:2 JJ:3 VBD:1"
"tempted","VBN:5"
"cheaply","VBZ:1 VB:12 RB:11 JJ:3 NN:16"
"quickdraws","VBP:1 NN:1"
"thai","VB:3 NN:68 VBP:1 JJ:53 IN:1 VBZ:1"
"orleans","NNS:30"
"clicked","VBN:1 JJ:1 VBD:9"
"difficulity","NN:1"
"rico","VB:1 VBP:1 NNS:3 JJ:2 NN:41"
"rick","JJ:2 NN:5"
"rich","NNS:2 NN:1 JJ:55"
"bruneian","JJ:1"
"rice","VBZ:1 VBN:1 NN:21"
"rica","VB:7 JJ:6 NN:117"
"plate","VBP:1 NN:17"
"platf","NN:1"
"plata","NNS:1"
"forillon","NN:1"
"iata","VB:1 NNS:3 JJ:7 NN:20"
"firenze","VB:1 VBP:1 JJ:1 NN:5"
"altogether","VB:1 RB:15"
"mandya","NN:2"
"platz","VB:1 NN:2"
"aadar","NN:1"
"nicely","RB:10"
"boarder","NN:3"
"patch","VBP:1 NN:4"
"apreciated","VBD:1"
"boarded","VBN:12 VBD:17"
"brightish","JJ:1"
"clarified","VBN:2 VBD:2"
"counries","NNS:1"
"lots","NNS:186 JJ:1"
"irr","VB:1 NN:2"
"irs","NNS:3"
"fullname","NN:1"
"riksm","VB:1"
"ire","NN:2"
"wage","NN:19"
"extend","VB:157 VBP:13 JJ:2 NN:7"
"nature","VBP:3 RB:4 JJ:12 NN:97 IN:1"
"extent","VB:1 JJ:1 NN:27"
"airflow","JJ:1"
"himalayas","NN:8"
"rgw","NN:1"
"heating","VBG:2 NN:3"
"geocoded","JJ:1"
"suspitions","NNS:1"
"himalayan","VB:1 JJ:4 NN:2"
"southeastern","VBP:2 JJ:8"
"libyan","NN:1 JJ:2"
"mortified","VBN:1"
"cuz","VBP:1"
"phclondon","NN:1"
"basque","VBP:1 JJ:2"
"surname","VB:2 VBN:1 NN:92 JJ:5 VBD:1"
"blonde","NN:1"
"fra","VB:2 VBP:1 NNS:1 JJ:15 NN:39"
"stayinkiev","VBP:1"
"traeng","NN:2"
"union","NN:108"
"fri","PDT:1 JJ:1 NN:8"
"grotto","NNS:1 JJ:1 NN:2"
"fro","VB:10 VBP:1 NN:1 JJ:3"
"finsbury","NN:1"
"bothers","VBZ:1 NNS:5"
"much","VB:1 RB:611 JJ:1374 VBN:1"
"hikari","NN:2 JJ:1"
"fry","VB:2"
"tallest","JJS:7"
"giessen","NNS:1"
"obese","JJ:2"
"orfield","NN:1"
"retrospect","NN:3"
"spit","VBZ:1 VB:3 VBP:1 NN:10"
"prachachon","NN:1"
"hepa","JJ:1"
"schoenefeld","VB:1 JJ:2"
"doubts","VBZ:3 NNS:36"
"stepdad","NN:1"
"regus","NN:2"
"spin","VB:1 VBN:2 NN:7"
"wildcat","NN:1"
"goethestrasse","NN:1"
"overflight","NN:1"
"professionally","RB:6"
"employ","VB:1 NN:1"
"flatlands","VBZ:1"
"firendly","RB:1"
"elaborate","VB:8 NN:1 RB:1 JJ:4"
"canoeing","VBG:4"
"ditching","VBG:2"
"expat","JJ:4 VBN:1 NN:18"
"conditioned","VBN:5 VBD:1"
"eighteen","JJ:1 NN:1"
"toubkal","NNS:1 NN:5"
"conditioner","NN:1"
"oxymoron","NN:1"
"hong","PRP$:1 JJ:156 NN:203 VB:111 VBN:1 VBP:1 RB:34"
"honk","VBP:1 NN:1"
"split","VB:27 NN:31 VBD:3 VBN:8 VBP:3 JJ:2"
"dunkirk","NN:1"
"boiled","VBN:5 JJ:1 VBD:1"
"effortlessly","RB:1"
"inadvertently","RB:7"
"qualifications","NNS:4"
"workforce","NN:1"
"marched","VBD:1"
"refid","NN:1"
"calpol","JJ:1"
"naturey","JJ:1"
"academic","NN:1 JJ:55"
"academia","NN:2"
"corporate","JJ:23"
"plaque","NN:1"
"ticekts","NN:1"
"bellow","VBP:1 IN:1"
"golden","JJ:35"
"bigboytravel","NN:1"
"spassky","NN:1"
"airbag","JJ:1 NN:3"
"portrayed","VBN:3"
"hai","NN:1"
"haj","NN:1"
"ham","NN:4 JJ:1"
"han","NN:4 JJ:5"
"had","VBN:115 JJ:1 VBD:2028"
"mashhad","VB:1 FW:1 VBN:1 NN:3 VBD:2"
"hippietrail","VBP:1 NN:6"
"hay","NN:1"
"haz","JJ:1"
"belarussianvisa","NN:1"
"beloved","VBN:1 VBD:1"
"duffel","VBP:1 NN:13"
"har","JJ:1 NN:1"
"has","VBZ:3493"
"hat","VB:3 NN:31 WP:7 VBN:1 IN:1 DT:3 NNS:1"
"preciously","RB:1"
"hav","VB:1 VBP:1 NN:3 JJ:2"
"municipal","JJ:12 NN:1"
"elders","NNS:1"
"survival","NN:4"
"siesta","JJ:5 NN:5"
"unequivocally","RB:1"
"palazzo","NN:3"
"shipto","JJ:1 NN:1"
"indicative","JJ:1"
"hamar","VB:1 NN:3"
"clustered","VBN:2"
"sleuthing","VBG:1"
"semi","JJ:13 NN:14 VBD:1 VBP:2 RB:3 NNS:1"
"doucments","NNS:2"
"sakharov","NN:1 JJ:1"
"alice","VB:1 NN:2 JJ:2"
"festivities","NNS:4"
"unabashedly","RB:1"
"beneficial","NN:1 JJ:14"
"crowd","VBZ:1 VBP:1 JJ:2 NN:22"
"czech","VB:8 NN:86 VBN:1 VBP:6 JJ:86 VBZ:1"
"mosques","VBZ:1 NNS:6"
"czeck","VB:1"
"crown","NN:2 JJ:6 VBN:1"
"billboard","NN:1"
"perchance","NN:1"
"bottom","JJ:7 NN:34"
"ecstasy","NN:1"
"completly","RB:2"
"thairoute","JJ:1"
"barcode","NN:14 JJ:1"
"starring","VBG:1"
"visitng","JJ:1 NN:3"
"benches","NNS:4"
"toyosu","VB:1"
"vonage","VBP:1"
"mcts","NNS:1"
"acov","NN:1"
"mbl","NN:1"
"infraction","NN:3"
"honeymoon","NN:54"
"mba","JJ:2 NN:6"
"mbc","JJ:2 VBD:1"
"administer","VB:1 VBP:1"
"beings","NNS:1"
"bulgan","VBP:1"
"mangos","VBZ:1 NNS:2 JJ:1 NN:3"
"unrecognisable","JJ:1"
"shoots","VBZ:1 JJ:1"
"foothold","NN:1"
"fabric","NN:4 JJ:3"
"altitude","VB:1 JJ:10 NN:45"
"tama","NN:1"
"raped","VBN:1 VBD:1"
"greggs","VB:1 NNS:1 NN:1"
"wordpress","NN:1"
"obliged","VBN:20 JJ:1 VBD:2"
"perfumes","VB:1 NNS:10 RB:2"
"aadvantage","JJ:1 NN:29 IN:1"
"verde","VBZ:1 JJ:2 NN:16 FW:1"
"azi","NN:2"
"duel","VBN:1 NN:4"
"largish","JJ:3"
"istocno","NN:1"
"cicada","JJ:2 NN:1"
"nicest","JJS:1"
"pesos","VB:2 VBP:1 JJ:3 NN:19 IN:1"
"soldering","VBG:2 NN:3"
"refillable","JJ:1"
"passenger","VB:1 NN:365 VBN:1 JJR:2 VBP:1 JJ:3"
"creuset","NN:1"
"moderne","NN:2"
"minibar","NN:3"
"minas","VB:1"
"rechecking","VBG:10"
"bats","NNS:3"
"trinkaus","NN:1"
"timezone","VBP:1 NN:13 CD:2"
"bhat","DT:1"
"hijabs","NN:2"
"eventual","JJ:4"
"hogenakkal","VB:1"
"timbuk","NN:1 JJ:1"
"cambodia","VB:20 VBG:1 NN:106 PDT:1 VBP:4 JJ:5 VBZ:1"
"pasadena","NN:1"
"role","NN:25"
"rolf","NN:1"
"garfton","NN:1"
"transgender","NN:1"
"roll","VBZ:1 VB:4 VBP:3 NN:13"
"notif","JJ:1"
"intend","VB:31 VBP:193 JJ:1 NN:35"
"suwon","JJ:1 NN:2"
"ointment","NN:2"
"outage","NN:1"
"transported","VBN:8 VBD:2"
"giazrqhrm","VBP:1"
"moresby","NN:3"
"devon","NN:1"
"intent","VB:1 VBP:1 NN:33"
"smelling","VBG:2 NN:1"
"variable","JJ:6"
"transporter","NN:2"
"hawker","NN:6"
"explosions","NNS:4"
"tivoli","VB:2 JJ:1"
"eilat","VB:2 NN:1"
"aomori","NNS:1"
"flordia","NN:1"
"aletsch","NN:1"
"overturned","VBN:1"
"osx","JJ:1"
"childs","NNS:6"
"cincinnati","VB:3 NN:7"
"chain","NN:44"
"bunraku","NN:1"
"osh","NN:1"
"osm","VB:1 JJ:2 NN:2"
"osl","NN:1 JJ:1"
"bandits","NNS:1"
"junfou","VB:1"
"chair","NN:16"
"macht","NN:1"
"machu","VB:9 NNS:1 JJ:6 NN:10"
"caskie","NN:1"
"itinaries","NNS:1"
"freelance","VB:2 NN:17"
"crates","NNS:1"
"crater","VB:2 JJR:1 NN:14"
"tuomoto","NN:1"
"jaywalking","NN:1"
"oversight","NN:2"
"downloading","VBG:3"
"paychecks","NNS:1"
"olympus","NN:1"
"choice","NN:164"
"embark","VB:9 VBP:1 NN:2"
"stays","VBZ:22 VB:3 VBP:1 NNS:76"
"rechargable","JJ:1"
"exact","VBP:2 NN:3 JJ:217 IN:1"
"minute","VB:1 VBP:1 NN:175 JJ:28"
"catalonia","NN:2"
"joyride","NN:1"
"islets","NNS:1"
"defaults","NNS:2"
"ealing","VBG:2 JJ:1"
"dryburgh","NNS:1"
"trails","VBZ:7 VB:1 NNS:78 JJ:1"
"shirts","NNS:26"
"incrementally","RB:1"
"bagging","VBG:2"
"headset","VBN:1 NN:1"
"antwerp","VBG:1 NN:16 VBD:1 VBP:1 JJ:2 NNS:3"
"celebrated","VBN:5"
"geography","NN:3"
"boost","NN:2"
"unintentionally","RB:1"
"zrh","VBZ:1 VB:2 CD:1 NN:9 NNP:1"
"drafted","VBN:1"
"harrisonburg","NN:1"
"oldies","NNS:1"
"climbs","NNS:2 NN:1"
"honour","VB:2 VBP:1 NN:1"
"yoyogi","VBP:1 NN:1 NNP:1"
"address","VB:21 JJ:17 NN:289 VBP:4 RB:1 IN:5 DT:1"
"plunger","NN:2"
"mafioso","NNS:1"
"enroll","VBZ:1 VB:4 VBP:1"
"ref","NN:7"
"cyclades","NNS:2"
"dusty","NN:1"
"impacted","VBN:3"
"queue","VB:11 NN:58 VBD:1 VBP:4 JJ:5 VBZ:1"
"timbuktu","VB:3 NNS:1 NN:1"
"accomplished","VBN:1"
"throughput","NN:1"
"influx","NN:2"
"preferabbly","NN:1"
"resund","NN:1"
"undergone","VBN:1"
"working","VBG:656 NN:30 JJ:80"
"coolum","NN:3"
"opposed","VBN:62 JJ:1 VBD:3"
"overviews","NNS:1"
"wvp","NN:2 IN:1"
"approving","VBG:4"
"thompson","JJ:1 NN:2"
"consoles","NNS:5"
"riders","NNS:5"
"lowercase","NN:1"
"couvert","NN:1 JJ:1"
"originally","RB:94"
"following","VBG:245 NN:23 JJ:324"
"zippers","NNS:5"
"munroe","NN:1"
"sunrays","NNS:1"
"mirrors","NNS:5"
"mailboxes","NNS:2 NN:1"
"douane","NN:3"
"locks","VBZ:3 NNS:21"
"outhouses","NNS:1"
"litre","VB:2 JJ:1 NN:7 FW:1"
"passazhirrechtrans","NNS:1"
"thanking","VBG:3"
"consolidator","NN:1 JJ:1"
"consuladoperu","NN:1"
"atac","VB:1 NN:1"
"ataf","JJ:1"
"fueled","VBN:1 VBD:1"
"atar","RB:1"
"atat","NN:12 JJ:6"
"kanamara","NN:1"
"temperate","VB:1 JJ:1 NN:1"
"surfing","VBG:31 JJ:3 NN:29"
"jonnie","NN:1"
"pollachi","NN:2 JJ:1"
"conscious","JJ:13"
"takagiyama","NN:1"
"quadrant","NN:1"
"inhabiting","VBG:1"
"hachioji","NN:1"
"swollen","VBN:1 JJ:1"
"mange","VB:1"
"wolves","NNS:3"
"pulled","VBN:19 VBD:8"
"manga","NN:7"
"webpage","NN:26"
"years","NNS:1228"
"professors","NNS:1"
"episodes","NNS:6"
"supervised","VBN:1 JJ:2"
"disconnect","VB:1 VBP:1"
"jin","NN:1"
"jio","NN:4"
"jim","VB:1 NN:1"
"troubles","NNS:25"
"jalpaiguri","NN:1"
"suspension","NN:6"
"denfert","JJ:1"
"steves","VBZ:1 NNS:2"
"modestly","RB:1"
"civilian","JJ:4"
"indigenous","JJ:13"
"aprox","VB:1 VBP:1 NN:1 VBN:1 JJ:1"
"sorted","VBN:11 JJ:1 VBD:8"
"waterproofs","NNS:1"
"prophylaxis","NN:5"
"didn","VB:23 RB:3 NN:141 VBD:8 VBP:434 JJ:62 VBZ:66 NNS:5"
"didi","NN:3"
"jmac","NN:1"
"recharged","VBD:1"
"fisherman","JJ:2 NN:4"
"instability","NN:3"
"stackexchange","VBP:3 NN:28"
"quarter","NN:18"
"materializes","VBZ:1"
"honduras","VB:4 PDT:1 NNS:9 NN:1 JJ:1"
"bursting","VBG:1"
"receipt","JJ:3 NN:115 IN:1"
"remembrance","NN:2"
"sponsor","VB:23 NN:124 VBD:1 VBN:1 VBP:3 JJ:4"
"entering","VBG:613 NN:10"
"eueregio","JJ:1"
"honduran","NN:3"
"vipassana","NN:1"
"disasters","NNS:5"
"troll","VB:1 VBP:1 NN:1"
"seriously","RB:25"
"trauma","NN:1"
"internet","VB:4 NN:462 VBN:2 VBP:4 JJ:88 IN:1 VBZ:1"
"complicates","VBZ:2 NNS:1"
"incentives","NNS:7"
"telia","NN:1"
"snooker","NN:1"
"complicated","VBN:43 JJ:31 VBD:11"
"grandma","NN:2"
"brasil","VB:3 JJ:3 NN:11 FW:1"
"modest","JJ:10"
"istambul","VB:1 NN:1"
"kalkalpen","JJ:1"
"initiate","VB:3"
"moradabad","NN:1"
"aboard","VB:1 RP:2 RB:5 NN:2 IN:18"
"amanresorts","NNS:1"
"neglect","VBP:1 NN:1"
"lachlan","NN:1"
"sdjx","NN:1"
"saving","VBG:55 NN:4"
"groomers","NNS:1"
"spoken","VB:2 JJ:4 NN:1 VBN:39 RB:1"
"one","VB:1 NN:451 CD:6040 VBP:2 PRP:1 JJ:1"
"punishable","JJ:2"
"periodical","JJ:2"
"ons","NNS:15 IN:1"
"affords","VBZ:1 NNS:1"
"uncrossable","JJ:1"
"looong","JJ:1"
"majthal","NNS:1"
"lingering","NN:1"
"canggu","NN:1"
"suffixing","VBG:1"
"cherbourg","NN:3"
"surges","NNS:3"
"snatch","VB:2"
"amierican","JJ:1"
"arround","IN:1"
"herds","NNS:1"
"specialists","NNS:4"
"rzd","NN:2"
"inmediatly","RB:1"
"wandering","VBG:18 NN:1"
"proactive","JJ:1"
"illness","JJ:2 NN:8 IN:1"
"emek","NN:1"
"turned","IN:1 VBN:48 VBD:69"
"locations","VB:1 NNS:208"
"auroras","RP:1 NNS:4 NN:1 JJ:2"
"mannar","VB:1 FW:1"
"burundi","NN:1"
"borough","NN:2"
"queima","NN:2"
"cigarettes","NNS:17"
"zoo","VB:1 NN:20 NNP:1"
"intends","VBZ:17"
"europeans","VBZ:1 VB:1 NNPS:2 NNS:13"
"handshaking","NN:1"
"printer","NN:23"
"opposite","VB:1 VBD:1 JJ:54 NN:12 IN:1"
"buffer","NN:2"
"discerning","VBG:1"
"buffet","JJ:1 NN:13"
"smokers","NNS:1"
"printed","NN:1 VBN:53 JJ:28 VBD:26"
"knowingly","VB:1 RB:1"
"creditable","JJ:3"
"phil","NN:3"
"outranking","VBG:1"
"redirected","VBN:3 VBD:3"
"stimulator","NN:1"
"taxifarefinder","NN:2"
"elal","JJ:2"
"dgmq","NN:1"
"inconsistent","JJ:11 NN:2"
"aggressive","JJ:11"
"imagined","VBN:1 VBD:1"
"ensembles","NNS:1"
"recomended","VBN:1"
"unpractical","JJ:3"
"aimlessly","RB:4"
"guarded","VBN:4 JJ:3 VBD:3"
"suitcases","VBZ:3 NNS:61"
"jiankou","JJ:2"
"tilting","VBG:4 NN:1"
"mondy","JJ:1"
"macgyver","JJ:1 NN:1"
"dartford","NN:1"
"monde","NN:1"
"etcetera","NN:1"
"awaiting","VBG:13"
"partnered","VBN:2"
"trappist","VB:1 JJ:2"
"olgas","IN:1"
"kitakyushu","VB:2 JJ:1"
"allocates","VBZ:1"
"vision","NN:4"
"enthralled","VBN:2"
"airfares","VBZ:4 NNS:23"
"preclearance","NN:8"
"impressions","NNS:3"
"dexter","NN:1"
"sapica","NN:1 JJ:2"
"alarming","VBG:1 JJ:1"
"vended","VBN:1"
"sponsorship","PDT:1 NN:38 JJ:10 VBN:1"
"vaccines","NNS:25"
"kilometer","NN:4"
"refreshed","VBN:1"
"enjoys","VBZ:5"
"punta","VB:5 VBP:1 NN:5 JJ:6"
"awards","NNS:10 JJ:1"
"veeob","NN:2"
"bmobile","NN:1"
"concentrated","JJ:2"
"rhodes","NNS:6"
"millionaire","NN:2"
"flipped","VBN:1"
"s","FW:27 VB:264 RB:85 NN:2414 VBD:1295 CC:2 POS:1 RBR:5 PDT:7 JJR:3 VBN:7 '':1 VBP:356 PRP:88 JJ:1118 IN:1 VBZ:2644 NNS:155"
"curonian","JJ:6"
"workplace","NN:11"
"travalling","VBG:1"
"semitic","JJ:2"
"grooming","VBG:2"
"tadoussac","NN:2"
"allowance","JJ:2 RB:2 NN:158 IN:1"
"bourguiba","JJ:1"
"baden","JJ:3 NN:5"
"moyenne","NN:1"
"suvorov","NN:2"
"klondike","JJ:1"
"collider","NN:2"
"collides","VBZ:1 NNS:1"
"suppressant","NN:1"
"west","VB:15 JJ:39 NN:116 JJS:99 VBP:1 RB:1 IN:1"
"bleiklindi","NN:1"
"practised","VBN:1"
"motives","NNS:3"
"wants","VBZ:227"
"mekong","NN:1 JJ:5"
"formed","VBN:3 VBD:1"
"internships","NNS:4"
"photos","VBD:1 NNS:119 JJ:3 NN:25 VBN:1"
"geothermal","JJ:2"
"javier","NN:2"
"reentered","VBD:3"
"mhflex","NN:1"
"palenque","NN:2"
"extant","JJ:1"
"former","JJ:54"
"falsch","NN:1"
"tushar","NN:1"
"newspaper","NN:6"
"situation","NN:677"
"engaged","VBN:2"
"dubious","JJ:6"
"gwh","NN:2"
"technology","NN:34"
"inconviniences","NNS:1"
"simbel","NN:3"
"verifies","VBZ:1 NNS:1"
"otta","VB:1 JJ:1"
"visually","RB:3"
"wires","NNS:4"
"edged","VBN:2 JJ:2"
"assigns","VBZ:1"
"sickness","VB:1 JJ:2 NN:32"
"eline","NN:1"
"edges","NNS:8"
"wired","VBN:2 JJ:5 VBD:1"
"advertisement","NN:1"
"filmings","NNS:1"
"lading","VBG:6"
"stepwell","NN:2"
"tracking","VBG:22 NN:6"
"sunnyvale","JJ:1 NN:1"
"ryokan","NNS:1 NN:19 JJ:6"
"homestays","NNS:2"
"dimension","NN:15"
"persistently","RB:1"
"kawah","NN:3"
"adoring","VBG:1"
"being","VBG:1326"
"sejour","JJ:1 NN:8 FW:10"
"recycled","VBD:1"
"steamer","NN:1"
"volunteerships","NNS:1"
"overconfident","JJ:1"
"rover","NN:5"
"grounded","VBN:6 JJ:1"
"vanves","VBZ:1"
"sygesikringskort","NN:1"
"zion","NN:12 NNP:2"
"sassnitz","NN:1"
"rejoin","VB:1"
"finnmark","NN:1"
"sumo","JJ:2 NN:4 VBD:1"
"traffic","NN:243"
"preference","NN:37"
"world","NN:625"
"postal","NN:1 JJ:19"
"flightratingbyflight","NN:3"
"malfunctions","NNS:2"
"snowmobiles","NNS:1"
"catamarans","NNS:1"
"shutter","NN:1"
"obstruct","VB:1"
"seating","VBG:21 JJ:2 NN:28"
"ezy","NN:3"
"deira","JJ:1 NN:1"
"tvq","NN:1"
"tvs","NNS:3 VBN:1 NN:1"
"tvr","NN:1"
"sunbeds","NNS:4"
"tvo","VBD:1"
"ezo","NN:1"
"eze","VB:3 VBP:2 JJ:1 NN:5"
"taipa","JJ:1 NN:1"
"divine","JJ:1"
"viajeras","NNS:1"
"seaman","JJ:7 NN:4"
"drivable","JJ:1"
"refundable","VB:1 NN:4 JJ:112"
"restoring","VBG:1"
"bhawan","NN:2"
"arrow","NN:12 IN:1"
"retains","VBZ:1"
"leadership","NN:2"
"thailand","VB:102 RB:1 NN:385 VBN:1 VBP:8 JJ:1 NNS:1"
"kaufland","NN:1"
"luxurious","JJ:7"
"graal","NN:1"
"hopkins","NNS:1"
"disabilities","NNS:5"
"fileticket","NN:1"
"burial","NN:1 JJ:10"
"antidote","NN:2"
"hairdryers","NNS:1"
"lively","RB:2 JJ:1"
"bubbly","RB:1"
"kuroshio","NN:1"
"sealed","VBN:13 JJ:10 VBD:6"
"brazilian","NN:1 JJ:119"
"bubble","VB:2 NN:1 JJ:16"
"stipulating","VBG:1"
"continents","NNS:9"
"wits","NNS:1"
"kotor","VB:5 NN:8"
"societal","JJ:1"
"with","IN:13813"
"weyer","NN:1"
