word,n_occurence,n_title,n_question,ratio_capital,ratio_upper,ratio_before_ques,ratio_noun,ratio_around_kw_tag,ratio_around_kw_understand,ratio_around_kw_study,ratio_around_kw_introduction,ratio_around_kw_explain,ratio_around_kw_principle,ratio_around_kw_interpret,ratio_around_kw_difference,ratio_around_kw_book,ratio_around_kw_knowledge,mean_occur_in_title,mean_position_in_title,ratio_in_title_first,ratio_in_title_last,mean_occur_in_content,mean_position_in_content,ratio_in_content_first,ratio_in_content_last,mean_occur_in_question,is_end_with_s,is_end_with_ing,str_length,is_tag
ioannidis,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.14000000000000001,0.0,0.0,1.0,1,0,9,0
slothful,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.13253012048192772,0.0,0.0,1.0,0,0,8,0
discribed,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.14285714285714285,0.0,0.0,1.0,0,0,9,0
kaspersky,2,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.5,0.52172284644194755,0.0,0.0,1.5,0,0,9,0
removefirstbytes,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,1,0,16,0
fractal,3,1,3,0.66666666666666663,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333331,1.0,0.0,1.0,0.030388854868340476,0.0,0.0,1.5,0,0,7,0
advices,3,0,3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.34567736185383247,0.0,0.0,1.0,1,0,7,0
enddate,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.50996015936254979,0.0,0.0,1.0,0,0,7,0
wednesday,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.8545454545454545,0.0,0.0,1.0,0,0,9,0
fakehash,5,0,1,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,15.0,0.76741214057507978,0.0,0.0,15.0,0,0,8,0
zzzzzz,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.848314606741573,0.0,0.0,1.0,0,0,6,0
shows,123,1,113,0.0,0.0,0.008130081300813009,0.15447154471544716,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.016260162601626018,0.0,1.0,0.375,0.0,0.0,1.0892857142857142,0.505325288545588,0.0,0.017857142857142856,1.0982142857142858,1,0,5,0
tohexstringupper,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,16,0
nullspace,3,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.62393162393162394,0.0,0.0,3.0,0,0,9,0
parameterization,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.69166666666666665,0.0,0.0,1.0,0,0,16,0
feasibility,13,3,12,0.15384615384615385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20952380952380953,0.66666666666666663,0.0,1.2222222222222223,0.39088199021075298,0.0,0.0,1.1666666666666667,0,0,11,0
errors,61,5,51,0.11475409836065574,0.0,0.032786885245901641,0.9841269841269841,0.0,0.0,0.0,0.0,0.032786885245901641,0.0,0.0,0.016393442622950821,0.0,0.0,1.2,0.82111111111111101,0.0,0.40000000000000002,1.1956521739130435,0.57305230343486979,0.0,0.0,1.2708333333333333,1,0,6,0
cooking,2,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40000000000000002,0.0,0.0,1.0,0.80000000000000004,0.0,0.0,2.0,0,1,7,0
usenet,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,6,0
designing,82,7,81,0.097560975609756101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20510204081632649,1.0,0.0,1.0135135135135136,0.19514330073675099,0.43243243243243246,0.0,1.0512820512820513,0,1,9,0
succumb,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.96703296703296704,0.0,0.0,1.0,0,0,7,0
aescipher,2,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.4782590447410392,0.0,0.0,3.0,0,0,9,0
widget,10,1,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.25,0.2451685717598717,0.0,0.0,3.5,0,0,6,0
lqnhtooqivzkbagnckopq,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,21,0
affiliates,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.11578947368421053,0.0,0.0,1.0,1,0,10,0
china,5,0,4,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.25,0.50745675652454592,0.0,0.0,1.25,0,0,5,0
affiliated,4,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3333333333333333,0.60941050563692079,0.0,0.0,1.3333333333333333,0,0,10,0
kids,10,1,7,0.0,0.0,0.10000000000000001,1.0,0.0,0.0,0.0,0.0,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,0.44159660435543358,0.0,0.0,1.4285714285714286,1,0,4,0
controversy,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.57228517469310669,0.0,0.0,1.0,0,0,11,0
alternatingly,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.30833333333333335,0.0,0.0,1.0,0,0,13,0
rceil,6,0,4,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.5,0.51902863503979491,0.0,0.0,1.5,0,0,5,0
googlecode,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,10,0
appropriately,14,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.54293914590408432,0.0,0.0,1.0,0,0,13,0
projection,3,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.72888446844116073,0.0,0.0,1.0,0,0,10,0
publickeyreceiver,1,0,1,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.68937329700272476,0.0,0.0,2.0,0,0,17,0
stern,6,1,6,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000000000001,1.0,0.0,1.0,0.38417158723732558,0.0,0.0,1.2,0,0,5,0
ylqnnwt,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,7,0
dnf,0,0,0,,,,0.3333333333333333,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
dna,9,0,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.73434221146085565,0.0,0.0,3.0,0,0,3,0
insecurity,16,6,16,0.125,0.0,0.0,1.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5722222222222223,0.33333333333333331,0.16666666666666666,1.0,0.52992575022104438,0.0,0.0,1.0666666666666667,0,0,10,0
hextobytearray,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,14,0
music,14,1,5,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,3.25,0.584795982901129,0.0,0.0,3.5,0,0,5,0
therefore,329,0,289,0.42553191489361702,0.0,0.0,0.1458966565349544,0.00911854103343465,0.0,0.0,0.0,0.0,0.0,0.0,0.030395136778115502,0.0,0.00911854103343465,0,,0,0,1.1384083044982698,0.5518709162330383,0.0,0.0,1.1384083044982698,0,0,9,0
dns,3,0,3,0.66666666666666663,0.66666666666666663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.4410485933503836,0.0,0.0,1.0,1,0,3,0
distortions,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.49056603773584906,0.0,0.0,1.0,1,0,11,0
mikero,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.24390243902439024,0.0,0.0,1.0,0,0,6,0
jceks,2,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.772020725388601,0.0,0.0,2.0,1,0,5,0
populars,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.46153846153846156,0.0,0.0,1.0,1,0,8,0
wutizsi,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,7,0
yahoo,9,0,3,0.44444444444444442,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.49470899470899465,0.0,0.0,3.0,0,0,5,0
eeaa,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
serially,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.29498389323515878,0.0,0.0,1.0,0,0,8,0
unpack,3,1,3,0.0,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.52959656084656082,0.0,0.0,1.0,0,0,6,0
exch,4,0,1,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,10.0,0.43449197860962563,0.0,0.0,10.0,0,0,4,0
circumstances,35,0,35,0.0,0.0,0.085714285714285715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428571,0.0,0.0,0,,0,0,1.0,0.55127105075809679,0.028571428571428571,0.028571428571428571,1.0,1,0,13,0
reingold,3,0,3,1.0,0.0,0.0,1.0,0.0,0.33333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.49108122024287165,0.0,0.0,1.0,0,0,8,0
locked,11,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.0,0.0,1.25,0.57420081605165052,0.0,0.125,1.375,0,0,6,0
jumbling,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.47058823529411764,0.0,0.0,1.0,0,1,8,0
wxjawzhxja,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,10,0
locker,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.15625,0.0,0.0,1.0,0,0,6,0
gershon,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.75992063492063489,0.0,0.0,1.0,0,0,7,0
wang,6,0,6,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.1666666666666667,0.27159716131518702,0.0,0.0,1.1666666666666667,0,0,4,0
djcudjs,2,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.77083333333333337,0.0,0.0,2.0,1,0,7,0
sejpm,2,0,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.76025805417534853,0.0,0.0,1.0,0,0,5,0
xffeeddcc,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,9,0
absolute,31,3,27,0.064516129032258063,0.0,0.0,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129031,0.0,0.0,1.0,0.85606060606060608,0.0,0.33333333333333331,1.1666666666666667,0.59168876992813857,0.0,0.0,1.24,0,0,8,0
customerfield,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.4573643410852713,0.0,0.0,2.0,0,0,13,0
travel,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.6367924528301887,0.0,0.0,3.0,0,0,6,0
ztoez,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.67538759689922478,0.0,0.0,2.0,0,0,5,0
fleissners,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.26315789473684209,0.0,0.0,1.0,1,0,10,0
playback,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.8089887640449438,0.0,0.0,1.0,0,0,8,0
actionscript,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.042372881355932202,0.0,0.0,1.0,0,0,12,0
goppa,9,2,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41666666666666663,0.0,0.0,1.75,0.34994178443732921,0.0,0.0,2.25,0,0,5,0
torfone,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,7,0
cryptoxi,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.27403846153846156,0.0,0.0,1.0,0,0,8,0
miic,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
wrong,579,39,487,0.013816925734024179,0.0017271157167530224,0.16580310880829016,0.011965811965811967,0.0,0.03281519861830743,0.0,0.0,0.010362694300518135,0.0034542314335060447,0.010362694300518135,0.0086355785837651123,0.0017271157167530224,0.0,1.0512820512820513,0.58287545787545791,0.15384615384615385,0.15384615384615385,1.2120535714285714,0.70120426282281101,0.002232142857142857,0.13169642857142858,1.2586206896551724,0,0,5,0
qyoo,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,4,0
opted,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,0.0,0.0,0,,0,0,1.0,0.45781135992724681,0.0,0.0,1.0,0,0,5,0
bfend,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,1.0,0.0,1.0,1.0,0,0,5,0
recombination,3,1,2,0.33333333333333331,0.0,0.33333333333333331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,1.0,0.0,3.0,0.2914798206278027,0.0,0.0,4.0,0,0,13,0
hwtwwt,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,6,0
nonsensical,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.72810525432862239,0.0,0.0,1.0,0,0,11,0
govfn,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.2857142857142857,0.0,0.0,1.0,0,0,5,0
xdfqhc,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,6,0
goldfeld,2,0,1,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.16997167138810199,0.0,0.0,3.0,0,0,8,0
welcomed,6,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.2,0.94867109634551494,0.0,0.59999999999999998,1.2,0,0,8,0
padlength,3,0,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,3.0,0.54639175257731953,0.0,0.0,3.0,0,0,9,0
matsumoto,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.76638176638176636,0.0,0.0,2.0,0,0,9,0
contacternation,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.27777777777777779,0.0,0.0,1.0,0,0,15,0
generatedatakeyrequest,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.26415094339622641,0.0,0.0,1.0,0,0,22,0
rewarded,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.5,0.0,0.0,1.0,0,0,8,0
activating,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.50233074897954255,0.0,0.0,1.0,0,1,10,0
fis,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.24615384615384617,0.0,0.0,1.0,1,0,3,0
fiv,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.38382099827882959,0.0,0.0,2.0,0,0,3,0
fit,71,2,69,0.0,0.0,0.0,0.3055555555555556,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,0.0,1.0597014925373134,0.55914837794325367,0.0,0.0,1.0579710144927537,0,0,3,0
fiu,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
aedad,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,5,0
fix,66,4,62,0.07575757575757576,0.0,0.045454545454545456,0.20588235294117646,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.51041666666666663,0.25,0.25,1.3103448275862069,0.58143703875661135,0.0,0.034482758620689655,1.3114754098360655,0,0,3,0
fiy,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
vjpps,0,0,0,,,,0.8333333333333334,,,,,,,,,,,0,,0,0,0,,0,0,,1,0,5,0
fig,35,0,7,0.40000000000000002,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.028571428571428571,0.0,0.0,0.0,0.0,0.0,0,,0,0,5.4285714285714288,0.50790883104114015,0.0,0.0,5.4285714285714288,0,0,3,0
fin,4,0,2,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,6.5,0.38850487838394943,0.0,0.0,6.5,0,0,3,0
bankrupts,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.83999999999999997,0.0,0.0,1.0,1,0,9,0
dhsecret,5,0,1,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,7.0,0.91458773784355185,0.0,0.0,7.0,0,0,8,0
transformrecursive,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.57983193277310929,0.0,0.0,1.0,0,0,18,0
disturb,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,0,0,1.0,0.65789473684210531,0.0,0.0,1.0,0,0,7,0
aigzmmsxnqwhvo,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,14,0
iawauav,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,7,0
effects,19,4,18,0.052631578947368418,0.0,0.10526315789473684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45833333333333331,0.0,0.0,1.0714285714285714,0.59541531697082584,0.0,0.071428571428571425,1.0555555555555556,1,0,7,0
multidimensional,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.86010362694300513,0.0,0.0,2.0,0,0,16,0
sixteen,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.43739309033683266,0.0,0.0,1.0,0,0,7,0
intialization,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.025423728813559324,0.0,0.0,1.0,0,0,13,0
timeout,7,0,5,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.6000000000000001,0.5682585748692689,0.0,0.0,1.6000000000000001,0,0,7,0
uoptuhg,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.077519379844961239,0.0,0.0,1.0,0,0,7,0
anonymise,2,0,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.5,0.049239098624524441,0.0,0.0,1.5,0,0,9,0
randcam,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.26829268292682928,0.0,0.0,1.0,0,0,7,0
