word,n_occurence,n_title,n_question,ratio_capital,ratio_upper,ratio_before_ques,ratio_noun,ratio_around_kw_tag,ratio_around_kw_understand,ratio_around_kw_study,ratio_around_kw_introduction,ratio_around_kw_explain,ratio_around_kw_principle,ratio_around_kw_interpret,ratio_around_kw_difference,ratio_around_kw_book,ratio_around_kw_knowledge,mean_occur_in_title,mean_position_in_title,ratio_in_title_first,ratio_in_title_last,mean_occur_in_content,mean_position_in_content,ratio_in_content_first,ratio_in_content_last,mean_occur_in_question,is_end_with_s,is_end_with_ing,str_length,is_tag
bandnudeln,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.30263157894736842,0.0,0.0,1.0,0,0,10,0
fattiness,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.27272727272727271,0.0,0.0,1.0,1,0,9,0
bringing,46,2,44,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40476190476190477,0.5,0.0,1.0476190476190477,0.43843652901984037,0.023809523809523808,0.0,1.069767441860465,0,1,8,0
unrefridgerated,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.0,0.0,0,,0,0,1.0,0,0,15,0
advices,5,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000001,0.0,0.0,1.0,0.75,0.0,0.0,1.3333333333333333,0.31271441202475686,0.0,0.0,1.25,1,0,7,0
caramels,36,7,23,0.055555555555555552,0.0,0.055555555555555552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.59285714285714286,0.2857142857142857,0.2857142857142857,1.6875,0.40217147693403488,0.0,0.125,2.1176470588235294,1,0,8,0
broiler,65,10,45,0.061538461538461542,0.015384615384615385,0.076923076923076927,0.9552238805970149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1000000000000001,0.50749999999999995,0.5,0.29999999999999999,1.6000000000000001,0.51784659241744435,0.0,0.085714285714285715,1.9142857142857144,0,0,7,1
caramely,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.78607770582793712,0.0,0.0,1.0,0,0,8,0
wholemeal,12,1,8,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.80000000000000004,0.0,0.0,1.5714285714285714,0.56379335698385591,0.0,0.0,1.7142857142857142,0,0,9,0
wednesday,7,0,7,1.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.49785438917475638,0.0,0.14285714285714285,1.0,0,0,9,0
broiled,10,3,10,0.10000000000000001,0.0,0.20000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.44920205159384724,0.0,0.0,1.0,0,0,7,0
remoisten,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0,,0,0,1.0,0,0,9,0
stereotypical,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.071428571428571425,1.0,0.0,1.0,0,0,13,0
bbqs,6,1,6,0.66666666666666663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.48447626272526162,0.0,0.0,1.0,1,0,4,0
scrapes,2,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.70966819221967969,0.0,0.0,1.0,1,0,7,0
scraper,7,0,5,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3999999999999999,0.66372293290590734,0.0,0.20000000000000001,1.3999999999999999,0,0,7,0
desiccant,3,0,3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.73827830544248452,0.0,0.0,1.0,0,0,9,0
feasibility,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.75265957446808507,0.0,0.0,2.0,0,0,11,0
sooth,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.77777777777777779,0.0,0.0,1.0,0,0,5,0
sustaining,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,1,10,0
scraped,15,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.25,0.44865343912504591,0.0,0.0,1.25,0,0,7,0
jolenealaska,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,12,0
errors,7,2,6,0.14285714285714285,0.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.5,1.25,0.56057790062269663,0.0,0.25,1.3999999999999999,1,0,6,0
cooking,3746,675,2889,0.065670048051254676,0.00026695141484249865,0.068072610784837159,0.32516761217122225,0.00026695141484249865,0.0032034169781099838,0.00026695141484249865,0.0,0.0016017084890549919,0.00080085424452749595,0.0,0.023758675920982381,0.0037373198077949813,0.0016017084890549919,1.0162962962962963,0.6054212413101302,0.2785185185185185,0.24296296296296296,1.4087624209575429,0.49663410299482791,0.047877145438121049,0.039747064137308039,1.5299557700040209,0,1,7,0
salsify,5,2,4,0.20000000000000001,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69999999999999996,0.0,0.5,1.5,0.3737446197991392,0.0,0.0,2.5,0,0,7,0
turduckens,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.95375722543352603,0.0,0.0,1.0,1,0,10,0
designing,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.11038961038961038,0.0,0.0,1.0,0,1,9,0
succumb,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.94285714285714284,0.0,0.0,1.0,0,0,7,0
shocks,5,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,5.0,0.52716049382716057,0.0,0.0,5.0,1,0,6,0
budgetbytes,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,1,0,11,0
china,50,3,44,0.71999999999999997,0.0,0.02,0.7924528301886793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,1.0,0.66666666666666663,0.0,0.33333333333333331,1.2439024390243902,0.37360911614987968,0.097560975609756101,0.0,1.3170731707317074,0,0,5,0
scharffenberger,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.80272108843537415,0.0,0.0,1.0,0,0,15,0
wagyu,12,3,6,0.66666666666666663,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333333333329,0.0,0.0,1.0,0.39999999999999997,0.66666666666666663,0.0,3.0,0.43070678333836226,0.0,0.0,4.0,0,0,5,0
zeramarie,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,1.0,0.0,1.0,1.0,0,0,9,0
kids,40,2,37,0.10000000000000001,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000000000000001,0.0,1.0,0.5714285714285714,0.5,0.5,1.0857142857142856,0.49754314662486404,0.085714285714285715,0.0,1.1111111111111112,1,0,4,0
climbed,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.5043478260869565,0.0,0.0,1.0,0,0,7,0
poatoes,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.32075471698113206,0.0,0.0,1.0,1,0,7,0
controversy,3,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.28406593406593411,0.0,0.0,1.0,0,0,11,0
spotty,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.76029270620950129,0.0,0.0,1.0,0,0,6,0
golden,111,12,102,0.14414414414414414,0.0,0.0090090090090090089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.0,0.0,1.0,0.45734126984126983,0.33333333333333331,0.083333333333333329,1.1111111111111112,0.51761131216222689,0.011111111111111112,0.0,1.2444444444444445,0,0,6,0
wikimedia,0,0,0,,,,1.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,9,0
lengthen,9,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.54464285714285721,0.0,0.0,1.0,0.66130336906558962,0.0,0.0,1.125,0,0,8,0
dna,4,1,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59999999999999998,0.0,0.0,3.0,0.58333333333333337,0.0,0.0,4.0,0,0,3,0
dnt,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.8666666666666667,0.0,0.0,1.0,0,0,3,0
renuke,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59999999999999998,0.0,0.0,0,,0,0,1.0,0,0,6,0
music,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.47719141323792486,0.0,0.0,1.0,0,0,5,0
therefore,73,0,72,0.35616438356164382,0.0,0.0,0.1780821917808219,0.013698630136986301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0138888888888888,0.51495390653525619,0.0,0.0,1.0138888888888888,0,0,9,0
deglacing,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.78787878787878785,0.0,0.0,1.0,0,1,9,0
grahams,2,0,1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.61946902654867264,0.0,0.0,2.0,1,0,7,0
squishiness,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.75,0.0,0.0,1.0,1,0,11,0
populations,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.3559322033898305,0.0,0.0,1.0,1,0,11,0
yahoo,4,0,4,0.75,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.61010635749122966,0.0,0.0,1.0,0,0,5,0
unpack,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.068181818181818177,0.0,0.0,1.0,0,0,6,0
circumstances,25,0,25,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080000000000000002,0.0,0.0,0,,0,0,1.0,0.6212178955080454,0.0,0.080000000000000002,1.0,1,0,13,0
intake,23,2,23,0.0,0.0,0.043478260869565216,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,1.0,0.6875,0.0,0.5,1.0,0.40121696025839221,0.0,0.0,1.0,0,0,6,0
locked,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.83779956427015245,0.0,0.0,1.0,0,0,6,0
locker,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.24561403508771928,0.0,0.0,1.0,0,0,6,0
sandies,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.125,0.0,0.0,1.0,1,0,7,0
shirataki,3,1,2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.0,2.0,0.38235294117647062,0.0,0.0,3.0,0,0,9,0
capsaicin,29,2,19,0.10344827586206896,0.0,0.034482758620689655,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.56666666666666665,0.5,0.0,1.588235294117647,0.60682349050175555,0.0,0.0,1.7058823529411764,0,0,9,0
wand,11,1,8,0.18181818181818182,0.0,0.27272727272727271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.7142857142857142,0.37927055359113865,0.0,0.0,1.8571428571428572,0,0,4,0
pints,9,0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.125,0.39375302108022697,0.0,0.0,1.125,1,0,5,0
titanium,4,1,4,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333331,1.0,0.0,1.0,0.64211711711711705,0.0,0.0,1.3333333333333333,0,0,8,0
miele,2,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27272727272727271,0.0,0.0,1.0,0.65714285714285714,0.0,0.0,2.0,0,0,5,0
want,2149,27,1811,0.0032573289902280132,0.00093066542577943234,0.0032573289902280132,0.010702652396463471,0.00046533271288971617,0.0051186598417868774,0.00046533271288971617,0.0,0.0,0.0,0.0,0.010237319683573755,0.0013959981386691485,0.00093066542577943234,1.0,0.39322570433681542,0.51851851851851849,0.1111111111111111,1.2219730941704037,0.4501418800176672,0.16872197309417039,0.0056053811659192822,1.2254303164908384,0,0,4,0
cookers,57,14,50,0.0,0.0,0.052631578947368418,0.9821428571428571,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,1.0,0.62023809523809537,0.0,0.21428571428571427,1.2222222222222223,0.5641412419802686,0.0,0.083333333333333329,1.3809523809523809,1,0,7,0
pinto,20,2,14,0.10000000000000001,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.45833333333333331,0.0,0.0,1.4166666666666667,0.4611004406384171,0.0,0.0,1.5384615384615385,0,0,5,0
cookery,23,1,11,0.52173913043478259,0.0,0.0,0.8695652173913043,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.086956521739130432,0.0,1.0,0.25,0.0,0.0,2.2000000000000002,0.30428203808841753,0.10000000000000001,0.0,2.0909090909090908,0,0,7,0
absolute,15,0,14,0.13333333333333333,0.066666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.1428571428571428,0.50144672490641951,0.071428571428571425,0.0,1.1428571428571428,0,0,8,0
sugarless,2,1,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,1.0,0.065789473684210523,0.0,0.0,1.0,1,0,9,0
travel,21,2,19,0.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41666666666666663,0.5,0.0,1.1176470588235294,0.51163663673673454,0.058823529411764705,0.0,1.1666666666666667,0,0,6,0
copious,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.40615570859172462,0.0,0.0,1.0,1,0,7,0
dredgings,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.95714285714285718,0.0,0.0,1.0,1,0,9,0
refridgate,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.39705882352941174,0.0,0.0,1.0,0,0,10,0
airlocks,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.46363636363636362,0.0,0.0,1.0,1,0,8,0
dannon,2,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.12475038402457757,0.0,0.0,1.0,0,0,6,0
caldo,2,0,2,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.14805624483043839,0.0,0.0,1.0,0,0,5,0
wholewheat,4,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.55478126209833523,0.0,0.0,1.3333333333333333,0,0,10,0
bsnf,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.071428571428571425,0.0,0.0,1.0,0,0,4,0
wrong,636,46,592,0.012578616352201259,0.0,0.38993710691823902,0.012539184952978056,0.0,0.0047169811320754715,0.0,0.0,0.0031446540880503146,0.0015723270440251573,0.0,0.014150943396226415,0.0015723270440251573,0.0,1.0,0.64104554865424423,0.15217391304347827,0.36956521739130432,1.0805860805860805,0.7498322872799098,0.0054945054945054949,0.22527472527472528,1.1099476439790577,0,0,5,0
stollen,3,1,3,0.33333333333333331,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,1.0,0.18157894736842106,0.0,0.0,1.5,0,0,7,0
shapeable,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,0.0,0,,0,0,1.0,0,0,9,0
snugly,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.4075230449003866,0.0,0.0,1.0,0,0,6,0
welcomed,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.74163104062853125,0.0,0.33333333333333331,1.0,0,0,8,0
whizzing,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,1,8,0
activating,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.3333333333333333,0.52396464646464647,0.0,0.0,1.3333333333333333,0,1,10,0
fir,0,0,0,,,,0.0,,,,,,,,,,,0,,0,0,0,,0,0,,0,0,3,0
fit,102,7,97,0.0,0.0,0.029411764705882353,0.27884615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098039215686274508,0.0,0.0,1.0,0.55018315018315023,0.14285714285714285,0.0,1.0888888888888888,0.5543172943551683,0.022222222222222223,0.022222222222222223,1.1413043478260869,0,0,3,0
screaming,9,1,7,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,1.3333333333333333,0.68239351048883445,0.0,0.0,1.5,0,1,9,0
fix,191,51,183,0.026178010471204188,0.0,0.036649214659685861,0.07291666666666667,0.0,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,1.0,0.47497665732959843,0.62745098039215685,0.27450980392156865,1.0833333333333333,0.71707094085319589,0.007575757575757576,0.2196969696969697,1.1975308641975309,0,0,3,0
folate,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.72857142857142854,0.0,0.0,1.0,0,0,6,0
fig,12,3,10,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.58730158730158732,0.0,0.0,1.5714285714285714,0.221451210090196,0.0,0.0,2.0,0,0,3,0
wales,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.17712470214455917,0.0,0.0,1.0,1,0,5,0
fin,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,2.0,0.47688751926040063,0.0,0.0,2.0,0,0,3,0
zucker,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.79166666666666663,0.0,0.0,1.0,0,0,6,0
wooded,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.91891891891891897,0.0,0.0,1.0,0,0,6,0
effects,123,24,117,0.032520325203252036,0.0,0.097560975609756101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056910569105691054,0.0,0.0,1.0,0.47187499999999999,0.29166666666666669,0.083333333333333329,1.064516129032258,0.66943810872104781,0.032258064516129031,0.075268817204301078,1.1714285714285715,1,0,7,0
remelt,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.62820512820512819,0.0,0.0,1.0,0,0,6,0
lucern,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,,0,0,1.0,0,0,6,0
wooden,96,22,83,0.020833333333333332,0.0,0.020833333333333332,0.12371134020618557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,1.0454545454545454,0.61601731601731602,0.18181818181818182,0.090909090909090912,1.1967213114754098,0.43184700671721676,0.032786885245901641,0.0,1.476923076923077,0,0,6,0
arrow,8,0,5,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.6000000000000001,0.4709772145075477,0.0,0.0,1.6000000000000001,0,0,5,0
arroz,5,1,4,0.20000000000000001,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59999999999999998,0.0,0.0,1.3333333333333333,0.40770187355553206,0.0,0.0,1.6666666666666667,0,0,5,0
windmill,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,1.0,0.88235294117647056,0.0,0.0,1.0,0,0,8,0
