"word","POS"
"wrong","VB:9 WRB:1 JJ:939 NN:5 VBD:1 VBP:4 WDT:1 RB:22 IN:7"
"twined","VBD:1"
"cleen","VB:1"
"sickening","VBG:1"
"crackin","VBZ:1"
"disengaging","VBG:5"
"excluders","NNS:2"
"snugly","NN:1 RB:16"
"welcomed","VBN:15 JJ:5 VBD:4"
"whizzing","NN:1"
"concurrency","NN:1"
"activating","VBG:5"
"playhouse","NN:9 IN:3"
"fir","VB:2 RB:3 NN:22 VBD:2 VBP:4 JJ:6 VBZ:1 NNS:1"
"fip","JJ:6 NN:5"
"ukwa","NN:1"
"fit","VB:606 RB:1 NN:178 VBN:1 VBP:95 JJ:75 VBZ:3"
"lifeline","NN:2"
"screaming","VBG:1 JJ:1 NN:1"
"fix","VB:1931 RB:16 NN:300 VBD:3 PDT:1 JJR:1 VBP:38 JJ:44 IN:1 VBZ:11 NNS:2"
"fig","VB:1 NN:5 VBD:1 VBP:2 JJ:3 NNS:1"
"fid","NN:2"
"wales","NNS:1"
"fin","JJ:4 NN:16"
"fio","JJ:1"
"fil","NN:1"
"iside","JJ:1"
"helpul","JJ:1"
"photocell","VBP:1 NN:6"
"effects","NNS:46"
"undeveloped","JJ:3"
"saddened","VBN:2"
"remelt","VB:1"
"whacking","VBG:3"
"disconnection","NN:1"
"averse","VBZ:1 VB:1 JJ:1 NN:1"
"burial","NN:17 JJ:8"
"telescope","VB:1 NN:4"
"parasites","NNS:4"
"coretec","JJ:3"
"strips","VBZ:25 NNS:365"
"ramsetted","VBN:1"
"touts","VBZ:1"
"enviroment","NN:2 JJ:1"
"mason","VB:1 NN:24"
"unclog","VB:22 RP:2 NN:4"
"encourage","VB:5 VBP:1"
"adapt","VBZ:1 VB:16 RP:1 NN:2"
"unarmored","JJ:1"
"protran","NN:2"
"stamping","VBG:1"
"sheetrock","VB:10 NN:181 PDT:2 VBN:4 JJ:6 VBZ:1"
"underfoot","JJ:2"
"strata","NNS:3 NN:1"
"estimate","VB:32 VBP:9 NN:82"
"universally","RB:2"
"chlorine","VB:1 VBP:1 JJ:7 NN:82"
"jugs","NNS:3 NN:1"
"sys","VB:1 NN:1"
"disturbed","RB:1 VBN:9 JJ:1 VBD:2"
"loudness","NN:2"
"breed","VB:1"
"stoneham","NN:1"
"kfg","NN:1"
"sandro","VBP:1"
"chevron","NN:1"
"households","NNS:4"
"olds","NNS:1"
"renovated","VBN:50 JJ:6 VBD:22"
"service","VB:22 VBP:3 NN:637"
"needed","VBN:558 JJ:15 VBD:211"
"master","JJ:1 JJR:1 NN:362 RBR:2"
"critter","NN:7"
"genesis","NN:6"
"cisterns","VB:1 NNS:1"
"electricle","NN:1"
"tugs","NNS:1"
"mutilated","VBN:1"
"positively","RB:3"
"bracings","NNS:1"
"jbp","NN:1"
"regulator","VB:1 NN:133"
"idle","VB:1 NN:1 JJ:18"
"sheen","JJ:5 NN:24"
"hxdfl","NN:1"
"shampoos","NN:1 JJ:1"
"feeling","VBG:38 JJ:2 NN:61"
"masonary","NN:1 JJ:1"
"mitres","VBZ:1"
"rustoleum","VBP:1 NN:10"
"longs","VBZ:1"
"spectrum","VBP:1 JJ:1 NN:15 VBD:1"
"mitred","VBN:1 JJ:1 VBD:1"
"milgard","MD:1 RB:1 NN:2"
"drawerspace","NN:1"
"dozen","NN:44"
"affairs","NNS:1"
"vga","VB:1 NN:10"
"toothed","VBN:2 JJ:2 VBD:1"
"dtl","NN:1"
"committing","VBG:2"
"unknow","JJ:1"
"diminishing","VBG:1"
"metrics","NNS:4"
"simplify","VB:8"
"mouth","NN:9"
"wantrn","NN:1"
"transverse","NN:1"
"bradford","VBZ:1 VBP:1 JJ:1 NN:9"
"smv","JJ:1 NN:1"
"purger","NN:1"
"teco","NN:1"
"tech","RB:1 NN:81 JJ:21 IN:1"
"prevention","NN:16"
"teck","NN:2"
"tece","NN:1"
"scream","VB:2 NN:1 JJ:1"
"saying","VBG:143"
"htwp","NN:1"
"padded","JJ:3 VBD:1"
"tempted","VBN:21 VBD:2"
"cheaply","JJ:1 VB:6 VBP:1 RB:8 NN:17"
"orleans","NNS:5"
"clicked","VBN:2 VBD:8"
"excavator","NN:11"
"rectagular","JJ:1"
"lube","VB:1 RB:1 NN:6"
"bliss","JJ:2"
"rick","VBP:2 NN:3"
"rich","VBP:1 JJ:7"
"houuse","NN:1"
"clickey","NN:1"
"rice","JJ:1 NN:12"
"rica","NN:1"
"plate","VB:28 VBP:20 JJ:5 NN:767 VBN:1"
"levelquik","VBP:1 JJ:1"
"ceil","NN:2"
"platt","NN:2"
"photoelectric","JJ:4"
"altogether","RB:57 IN:2"
"rugged","JJ:2 VBD:1"
"droning","NN:1"
"humidification","NN:1"
"seuss","NN:1"
"nicely","JJ:1 RB:76"
"boarder","NN:1"
"pretzel","NN:1"
"patch","JJ:2 VB:198 VBP:6 VBN:1 NN:247"
"rowhouse","NN:5"
"boarded","VBN:8 JJ:1 VBD:4"
"precluding","VBG:1"
"brightish","JJ:1"
"clarified","VBN:2"
"sensitivity","NN:14"
"multivon","NN:1"
"crouch","NN:1"
"trivet","NN:1"
"clarifier","JJR:2"
"clarifies","VBZ:1"
"dishwash","NN:1"
"lots","NNS:254 JJR:1"
"groutable","JJ:2"
"irl","NNS:1"
"xvn","NNP:1"
"conductive","VBP:1 JJ:7"
"irc","VBP:1 JJ:5 NN:14"
"cordoned","VBN:1"
"solenoid","VBP:1 JJ:14 NN:45 VBD:1"
"natura","NN:1 JJ:2 IN:1"
"extend","VB:250 VBP:54 JJ:2 NN:12"
"nature","NN:51"
"lapping","VBG:4"
"extent","VB:1 NN:39"
"wheelbarrow","NN:7"
"flathead","VBP:1 NN:9 JJ:7"
"airflow","VB:4 RP:1 NN:81 JJ:29 IN:10 NNS:1"
"veer","VB:2"
"ungang","IN:1"
"heating","VB:1 VBG:593 JJ:17 NN:858"
"incense","JJ:1 NN:2"
"tearout","NN:5"
"ibawg","NN:1"
"southeastern","JJ:9"
"eradicate","VB:3"
"minuses","NNS:1"
"affiliated","VBN:1 VBD:1"
"humming","VBG:36 JJ:7 NN:27"
"assum","VBP:1"
"frc","NN:2"
"fra","NN:1"
"union","NN:29"
"fro","NN:1 JJ:1"
"rgb","VB:1 JJ:4 NN:27"
"frl","NN:1"
"bothers","VBZ:3 NNS:5"
"much","VB:2 NN:2 RB:966 JJ:2030 VBN:3"
"frt","NN:1 JJ:1"
"unstick","VB:6 JJ:2"
"fry","VB:6 VBP:3 NN:3"
"tallest","JJS:3 NN:1 JJ:1"
"retrospect","NN:3"
"spit","VB:7 PDT:1 VBN:1"
"polyfilla","VBZ:1 NN:10 IN:1"
"hepa","VBP:1 JJ:3 NN:27"
"dave","VB:2 VBP:2 JJ:1"
"doubts","NNS:9 VBN:1"
"spin","VB:70 NN:106 VBD:6 PDT:1 VBP:11 JJ:29 VBZ:2 NNS:3"
"cul","NN:2"
"backsplashes","NNS:1"
"contingencies","NNS:1"
"professionally","RB:43"
"voltmeter","NN:30"
"employ","VB:3 JJ:1"
"netrual","JJ:1"
"elaborate","VB:7 JJ:9 NN:5"
"ditching","VBG:2"
"conditioned","VBN:23 JJ:14 VBD:9"
"mirabella","JJ:1"
"conditioner","NN:377 VBD:4 VBP:6 RB:2 VBZ:8 NNS:5"
"hone","VB:2 NN:2 CD:1"
"memorial","JJ:2"
"split","VB:91 NN:244 VBD:48 PDT:3 VBN:41 VBP:9 JJ:22"
"principals","NNS:2"
"refix","VB:1 NN:2"
"boiled","VBN:5 JJ:2 VBD:6"
"effortlessly","RB:2"
"communally","RB:1"
"inadvertently","RB:11"
"qualifications","NNS:3"
"refit","VB:5 VBP:1 NN:3"
"boiler","VB:8 RB:1 NN:799 VBD:8 VBN:1 VBP:1 JJ:5 IN:7 VBZ:2 NNS:1"
"supper","JJR:1"
"bldosocokitf","NN:1"
"woodworkers","VB:1"
"academic","JJ:1"
"corporate","JJ:2"
"massaging","VBG:3 JJ:1 NN:1"
"plaque","JJ:1 NN:7"
"bellow","VB:4 RP:1 NN:2 VBP:1 JJ:1 IN:2"
"golden","JJ:9"
"retightened","VBN:1"
"airbag","NN:1"
"ih","VBP:1"
"ham","VBZ:1 VBP:1 NN:1"
"chendelier","NN:1"
"had","VB:3 VBN:317 VBD:4792"
"wcc","NN:1"
"hay","NN:5"
"haz","NN:1"
"beloved","VBN:1 JJ:2"
"endur","JJ:1"
"har","NN:1"
"has","VBZ:9375"
"hat","NN:8 VBP:1 WDT:1 RB:2 WP:4 DT:2"
"dapth","NN:1"
"municipal","VB:1 JJ:17 NN:1"
"powerboard","NN:9"
"indicative","JJ:8 NN:9"
"compaction","NN:2"
"bsen","VBD:1"
"shadow","VBZ:1 NN:15"
"fortis","NN:1"
"fluo","NN:2"
"masonit","NN:1"
"warping","VBG:23 NN:14"
"beneficial","NN:2 JJ:15"
"crowd","VB:1"
"czech","JJ:1"
"gasleiding","NN:1"
"aquablock","NN:2"
"crown","VB:2 RP:4 NN:48 VBN:2 VBP:3 JJ:56"
"begin","VB:112 VBP:12 VBN:2 NN:6"
"proportionally","RB:1"
"deflection","NN:42"
"captive","JJ:4"
"basebord","NN:1"
"botton","NN:2"
"bottom","VB:62 NN:1416 VBD:4 VBP:8 JJ:627 IN:3 VBZ:1"
"lockdown","NN:1 JJ:2 IN:1"
"productlines","NNS:1"
"adpnow","VBP:1"
"treadmill","NN:5"
"plucker","NN:1"
"completly","RB:1"
"binded","VBN:1"
"fish","VB:41 NN:11 JJ:34"
"drainline","VBZ:1 NN:2"
"barcode","NN:1"
"authkey","NN:1 JJ:1"
"binder","NN:6"
"brickworker","NN:1"
"filaments","NNS:3"
"quiestion","NN:1"
"composites","NNS:1"
"benches","NNS:12"
"nutruls","JJ:1"
"downstair","NN:2"
"stoked","VBN:1"
"collets","NNS:2"
"mbn","NN:1"
"mbh","NN:2"
"dyson","NN:3"
"honeymoon","NN:1"
"mbc","NN:1"
"beings","NNS:2"
"shoots","JJ:3 NN:1 VBD:4 VBN:2 VBP:1 RB:1 VBZ:2 NNS:6"
"angies","NNS:1"
"mbp","JJ:1"
"mbr","NN:5"
"mbs","NNS:1"
"fabric","VB:2 VBN:1 NN:74 JJ:23 VBD:1"
"trendils","NNS:1"
"altitude","NN:4"
"tame","VB:1 JJ:2"
"grasping","VBG:3"
"wordpress","VBP:2 NN:2"
"fabris","NNS:1"
"condensor","NN:11"
"tamp","VB:2 VBP:1 NN:1"
"spurting","VBG:3"
"halycon","JJ:1"
"atdma","JJ:3"
"safeguard","NN:3"
"usages","NNS:2"
"paneled","VBN:3 JJ:3 VBD:4"
"arrays","VBZ:1 NNS:1"
"nicest","JJS:2"
"xudt","NNP:1"
"soldering","VBG:48 NN:14 JJ:2"
"duet","NN:3"
"dues","VBZ:1"
"refillable","JJ:1"
"lockwiki","NN:1"
"nicking","VBG:2"
"females","NNS:2"
"triangles","NNS:7"
"microwaving","VBG:1"
"eventual","JJ:5"
"ammeter","NN:6"
"role","NN:15"
"xkr","VBZ:1"
"intrusions","NNS:2"
"roll","VB:36 VBP:3 NN:73"
"intend","VB:10 VBP:111 NN:6"
"loviken","VBZ:1"
"lorex","VB:1 JJ:2"
"outage","VBP:1 NN:55 IN:3"
"transported","VBN:5"
"mkkzfsz","NN:1"
"intent","NN:19"
"smelling","VBG:34 JJ:1 NN:7"
"variable","NN:2 JJ:73"
"swiches","NNS:1"
"soundbar","NN:1"
"filing","VBG:3 NN:4"
"swiched","VBD:1"
"overturned","VBN:1"
"edsiytibu","NN:1"
"osx","NN:1"
"bostic","JJ:1"
"proficient","NN:1"
"chain","NN:292"
"whoever","WDT:19 NN:2 RB:4 WP:10"
"mugginess","NN:1"
"bostik","NN:1 JJ:4"
"apts","NNS:3"
"nadoby","JJ:1"
"chair","JJ:3 NN:149"
"osb","VB:6 RP:4 JJ:48 NN:118 FW:2 JJS:1 VBN:2 VBG:1 VBP:3 PRP:1 RB:5 IN:9 VBZ:1 NNS:3 NNP:2"
"bpsiu","NN:1"
"amplification","NN:3"
"yellowjackets","NNS:1"
"mitigation","NN:37"
"crates","NNS:4"
"crater","NN:3"
"mache","NN:6"
"larg","JJ:1"
"wallyk","JJ:1"
"circumstances","NNS:34"
"oversight","NN:2"
"deforming","VBG:3"
"jerk","NN:3"
"iggy","VBZ:1 VB:1"
"vzas","NN:1"
"equilateral","JJ:1"
"choice","NN:175"
"embark","VB:6 VBP:1"
"stays","VB:1 NN:1 VBP:1 JJ:1 VBZ:131 NNS:59"
"exact","NN:5 JJ:230 IN:1"
"minute","VB:1 RB:1 NN:150 VBN:1 VBP:3 JJ:11"
"cooks","NNS:2 JJ:1"
"skewed","VBN:5 JJ:4 VBD:1"
"defaults","NNS:1"
"skewer","NN:1"
"trails","NNS:1"
"adorne","VB:3 NN:2 JJ:4"
"lengthened","VBN:1"
"thrumming","NN:1"
"chopping","VBG:1 NN:2"
"shirts","NNS:4"
"incrementally","RB:4"
"bagging","VBG:1"
"headset","NN:1"
"zro","NN:1"
"ground","VB:182 NN:3851 VBD:8 VBN:17 VBP:7 JJ:29 IN:2"
"boost","VB:10 RBS:1 NN:20 VBD:1"
"unintentionally","RB:1"
"drafted","VBN:1 JJ:1"
"climbs","VBZ:3 NNS:1"
"blunted","JJ:1"
"espcially","RB:1"
"hrwr","NN:1"
"resitant","JJ:1 NN:3"
"address","VB:66 VBP:4 JJ:1 NN:21"
"ponding","VBG:4 NN:3"
"rework","VB:6 NN:8"
"chillers","NNS:1"
"dusty","VB:1 NN:4 JJ:25"
"impacted","VBN:1 JJ:2"
"queue","NN:1"
"accomplished","RB:1 NNS:1 VBN:12 JJ:2 VBD:3"
"sprouted","VBN:1"
"influx","NN:2"
"instal","VB:4 NN:1"
"utdt","JJ:1"
"undergone","VBN:2 NN:1"
"working","VBG:1807 NN:32 JJ:36"
"perished","VBN:2 JJ:1"
"wane","VBN:1 NN:2"
"blackwater","NN:1"
"optimize","VB:6 VBP:1 JJ:1"
"opposed","VBN:86 JJ:2"
"familar","VB:1"
"effektiv","CC:1 NN:1"
"dampness","RB:1 JJ:1 NN:36"
"constructionally","RB:1"
"varient","NN:1"
"wvu","NN:1"
"thompson","NN:5"
"consoles","VBZ:4 NNS:5"
"audioquest","VBP:2 JJS:2"
"varnishing","VBG:7 NN:1"
"wvf","NN:1"
"charbroil","VBP:1 NN:1"
"dammara","NN:1"
"originally","RB:275"
"cheepo","NN:1"
"following","VBG:257 NN:29 JJ:325"
"erratics","NNS:1"
"admired","VBD:1"
"osage","NN:1"
"mirrors","NNS:27"
"mailboxes","NNS:2"
"parachute","NN:3"
"locks","VBZ:12 NNS:122"
"keyway","NN:3"
"listens","VBZ:3"
"litre","NNS:1 NN:5 JJ:8 FW:1"
"septic","VBZ:1 VB:1 NN:2 JJ:263 VBN:1"
"thanking","VBG:1"
"dullesglassandmirror","NN:1"
"victron","NN:2"
"mintues","NNS:1"
"petrochem","NN:1"
"barkeepers","NNS:1"
"fueled","VBN:4 VBD:3"
"temperate","VB:1 JJ:3 NN:9"
"pulley","JJ:1 NN:21 IN:1"
"surfing","VBG:2 NN:1"
"conscious","JJ:9"
"puller","NN:9"
"quadrant","NN:2 JJ:3"
"sandbox","NN:13"
"gremlins","VBZ:1 NNS:1"
"mange","VB:1"
"ocassionally","RB:1"
"pulled","VBZ:1 VB:3 VBN:140 JJ:2 VBD:298"
"quikcrete","JJ:1 NN:1"
"zmax","NNP:1"
"webpage","NN:2"
"years","NNS:2181"
"jig","VB:1 NN:63"
"ovals","NNS:1"
"disconnect","VB:117 VBP:40 JJ:34 NN:137"
"jim","VBP:1 NN:3"
"troubles","VBZ:1 NNS:11 IN:1"
"mudder","NN:1"
"outsulation","NN:3"
"suspension","NN:7"
"mudded","VBN:4 JJ:1 VBD:7"
"apron","VBZ:1 NN:11"
"civilian","JJ:1"
"terminix","CC:1 JJ:1 NN:2"
"swicthes","NNS:1"
"belows","VBZ:1"
"overpowering","VBG:1"
"drilling","VB:2 VBG:225 JJ:4 NN:146"
"aprox","VBZ:1 JJ:3 IN:1"
"sorted","VBN:7 JJ:1 VBD:2"
"frontage","NN:1"
"hickory","JJ:3 NN:13"
"plunk","VB:1"
"didn","VB:51 RB:3 NN:339 VBD:3 VBP:490 JJ:139 VBZ:301 NNS:4"
"pealing","VBG:3"
"recharged","VBN:1 VBD:1"
"instability","NN:8"
"stackexchange","NN:26"
"quarter","NN:120"
"carelessly","RB:1"
"backplate","NN:9"
"retrieve","VB:9 VBP:2 NN:1"
"bursting","VBG:5 JJ:1 NN:3"
"receipt","NN:2"
"ecomoods","NNS:1"
"entering","VBG:152 NN:3"
"enstrace","NN:1"
"disasters","NNS:2"
"tvbr","JJ:1"
"ghosting","VBG:2 NN:1 JJ:1"
"utilise","VB:1"
"psocids","NNS:1"
"ajxrhkgaabz","NN:1"
"seriously","RB:45"
"internet","VB:2 VBP:2 JJ:21 NN:245 IN:1"
"igniting","VBG:9 NN:2"
"bulgalow","NN:1"
"hibernate","JJ:1"
"curbs","NNS:1 NN:1"
"incentives","NNS:3"
"powerstrips","NNS:2"
"disintegrates","VBZ:1 NNS:1"
"complicated","VBN:32 JJ:36 VBD:9"
"crazier","JJR:1"
"grandma","JJ:1"
"workmanship","NN:12"
"downsides","VBZ:2 NNS:28"
"initiate","VB:8"
"hamer","NN:1"
"reels","NNS:4 JJ:1"
"formwork","NN:5"
"neglect","VB:1 NN:5"
"gunshot","NN:1"
"saving","VBG:77 NN:6"
"symmetry","VBG:1 NN:2"
"spoken","VB:1 VBP:1 VBN:19 JJ:1"
"wolmanized","VBN:2"
"ona","RP:1"
"moutings","NNS:1"
"ond","NN:1"
"one","VB:1 VBP:1 PRP:1 NN:747 CD:10996"
"ony","JJ:1"
"spokes","NNS:3"
"onr","NN:1"
"ons","NNS:6"
"ont","VBP:1"
"teardown","NN:2 IN:1"
"mbwc","NN:1"
"constants","NNS:1"
"lingering","VBG:9 NN:2"
"surges","VBZ:10 NNS:16 VBN:1"
"absorbs","VBZ:4 VBP:2"
"surged","VBD:1"
"accocs","NN:1"
"uhdwre","VB:1"
"rehab","VB:1 NN:10"
"galvanization","NN:5"
"wandering","VBG:5"
"proactive","JJ:3"
"illness","NN:1"
"supersized","VBN:1"
"turned","VBN:516 JJ:8 VBD:763"
"locations","NNS:157"
"balsam","NN:1"
"grnd","NNS:1 NN:9 VBD:1"
"spacking","VBG:1 NN:2"
"springiness","NN:1"
"clearcoat","NN:1"
"uninterrupted","JJ:6 VBD:2"
"turner","NN:1"
"leeching","VBG:3 JJ:1 NN:2"
"topplate","NN:3"
"fashionable","JJ:2"
"washbasin","NN:5"
"fullport","NN:1"
"validating","VBG:1"
"choreograph","NN:2"
"zoo","NN:1"
"goodman","VB:1 JJ:15 NN:34 VBN:1"
"fireblock","NN:4"
"evened","VBN:1 VBD:1"
"anually","RB:2"
"printer","VB:1 NN:36"
"opposite","VB:2 RP:1 JJ:225 NN:31 PDT:1 VBP:7 RB:3 IN:16 VBZ:1"
"buffer","NN:20"
"spewing","VBG:5"
"buffet","NN:2"
"printed","VBN:20 JJ:5 VBD:5"
"buffed","VBN:3 RB:1"
"everlast","NN:1"
"phil","VBP:3 NN:1"
"alumminum","NN:1"
"messier","RBR:1"
"whirlybird","NN:3"
"redirected","VBN:6 VBD:1"
"thst","NN:1"
"multitrack","NN:2"
"stimulator","NN:1"
"dimensioned","VBD:1"
"syle","JJ:1"
"lacquering","NN:1"
"elat","JJ:1"
"friction","VBN:1 NN:46"
"elan","NN:1"
"backerboard","JJ:2 VBD:1 RB:7 NN:56 IN:1"
"qoc","JJ:1 NN:1"
"inconsistent","JJ:18 NN:4"
"aggressive","JJ:11"
"imagined","VBN:2 VBD:7"
"recomended","JJ:1 VBD:2"
"unpractical","JJ:1"
"coaxing","VBG:2"
"quietputty","NN:2"
"guarded","VBN:1 JJ:1"
"suitcases","VBZ:1 NNS:1"
"kbtuh","VB:1"
"tilting","VBG:9 NN:1"
"balconies","NNS:1"
"macgyver","VBP:1 RB:1"
"simplistic","JJ:3"
"etcetera","NN:1"
"platta","NN:2"
"awaiting","VBG:3"
"pixelation","NN:2"
"trys","NN:1"
"tiki","NNS:1 NN:6 JJ:2"
"tryd","VBP:1"
"hotness","NN:1"
"vision","NN:13"
"noisier","JJR:3 NN:1"
"backings","NNS:1"
"attenuated","VBN:1"
"attenuates","VBZ:1"
"wideband","NN:1"
"impressions","NNS:1"
"dexter","NN:1"
"galkey","NN:1"
"dimmingcflsandleds","NNS:1"
"harvey","NN:2"
"kilometer","NN:1"
"enjoys","VBZ:2"
"caan","NN:1"
"rtaproducts","NNS:1"
"unsoldered","JJ:1"
"mecanism","NN:1"
"concentrated","VBN:3 JJ:3 VBD:1"
"busting","VBG:8"
"circumference","NN:14"
"flipped","VB:1 VBN:51 JJ:2 VBD:85"
"s","MD:2 VB:536 PDT:14 VBG:2 JJ:1436 NN:2930 VBD:2481 POS:1 FW:4 RBR:18 VBN:14 VBP:571 PRP:119 RB:164 IN:3 VBZ:6559 CD:1 NNS:191 JJR:4"
"workplace","NN:4"
"flipper","VBP:1"
"grooming","VBG:1"
"furnitures","NNS:1"
"uoy","JJ:1"
"allowance","NN:8"
"compels","VBZ:1"
"buoyancy","NN:1"
"collides","NNS:4"
"suppressant","NN:1"
"west","RB:1 VBP:1 JJS:37 JJ:19 NN:35"
"breckenridge","NN:1"
"rattttt","NN:1"
"wants","VBZ:156"
"tightener","NN:2"
"formed","VBN:44 JJ:3 VBD:11"
"photon","NN:2"
"readings","VBZ:2 NNS:79"
"automatizing","VBG:1"
"photos","VB:3 RB:1 NN:66 VBP:6 JJ:3 IN:5 VBZ:1 NNS:225"
"geothermal","NN:4 JJ:16"
"tightened","VBN:36 JJ:4 VBD:61"
"transmogrify","VB:1"
"fik","NN:1"
"former","JJ:50"
"surstr","NN:1"
"fredericphilips","NNS:1"
"runnig","NN:1"
"buiid","NN:1"
"straighten","VB:10 VBP:1 VBN:2 JJ:2 RB:1"
"vyco","NN:1"
"straighter","RBR:1 NN:2"
"newspaper","NN:12"
"situation","NN:594"
"midposition","NN:1"
"microporous","JJ:1"
"penthouse","NN:1"
"engaged","VBN:18 VBD:6"
"dubious","JJ:2"
"limping","VBG:1"
"engages","VBZ:7"
"ascii","NN:2 JJ:11"
"cafe","NN:1 JJ:3"
"verified","VBN:25 JJ:3 VBD:43"
"theorized","VBN:1"
"multigang","NN:2"
"verifies","VBZ:1"
"visually","RB:41"
"wires","VBZ:385 VB:3 NNS:3801 VBN:2 IN:3"
"edged","VBN:2 VBD:2"
"sickness","NN:1"
"defy","VBP:1"
"constraining","VBG:2 NN:1"
"carcassing","VBG:1"
"edges","VBZ:27 NNS:437"
"wired","VB:3 NN:3 VBD:320 JJS:1 VBN:643 JJ:56 IN:1"
"advertisement","NN:2"
"srew","NN:1"
"tracking","VBG:15 JJ:1 NN:1"
"greatroom","NN:1"
"nothin","JJ:1"
"sunnyvale","JJ:1"
"finnished","VBD:1"
"dimension","VB:2 NN:41"
"persistently","RB:3"
"steamed","VBN:2 VBD:1"
"recycles","VBZ:1"
"recycler","NN:1"
"being","VBG:1653"
"recycled","VBN:2 JJ:9 VBD:1"
"steamer","NN:18"
"defend","VB:1"
"grounded","VBN:207 JJ:73 VBD:82"
"relpaced","NN:1"
"siliconed","VBN:1 VBD:3"
"plumes","NNS:1"
"rejoin","VB:2"
"decomposed","VBN:2"
"sums","NNS:3"
"sump","VB:12 VBP:2 JJ:85 NN:377 VBN:5"
"traffic","NN:83"
"preference","NN:45"
"world","NN:79"
"postal","JJ:1"
"malfunctions","NNS:2"
"crepitating","VBG:1"
"shutter","VB:1 JJR:1 NN:27"
"fogging","VBG:6"
"obstruct","VB:1"
"satisfactory","NN:1 JJ:13"
"superintendent","NN:6"
"learning","VBG:44 NN:8"
"grub","NN:3"
"buriable","JJ:1"
"ezv","NN:2"
"tvs","VB:2 VBD:1 NNS:15 NN:11 IN:1"
"tvl","VBN:1 NN:1"
"cellar","JJ:19 NN:37"
"diving","VBG:4 NN:2"
"qtips","NNS:1"
"tvb","IN:1"
"scuffed","VBP:1 NNS:1 VBN:1 VBD:1"
"cavity","VBP:1 NN:169"
"restoring","VBG:24 NN:1"
"reactivating","VBG:1"
"arrow","VB:1 VBP:1 NN:54"
"retains","VBZ:5 NNS:1"
"thailand","NN:4"
"prepared","VBN:22 JJ:9 VBD:6"
"disabilities","NNS:2"
"retraces","VBZ:1"
"niall","DT:2"
"famco","NN:1 JJ:1"
"invert","VB:1 JJ:1"
"potlights","NNS:2"
"thunderstrom","NN:1"
"oder","VB:1 NN:1 IN:1"
"disrupts","VBZ:1"
"hairdryers","NNS:1"
"stips","NNS:2"
"lively","RB:1"
"pivot","VB:4 JJ:1 NN:36"
